TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
74,74,The Lucky Man,Indic.,"$2,559",+55.7%,3,+1,$853,"$15,622",-,-40
75,61,Just Getting Started,BG,"$1,994",-65.0%,1,-4,"$1,994","$6,064,130",$22,6
76,66,1945,Men.,"$1,822",-52.5%,4,-,$456,"$264,307",-,11
77,67,Hubble 3D,WB,"$1,810",-49.1%,1,-,"$1,810","$51,987,915",-,409
78,89,Porto,KL,"$1,719","+2,765.0%",1,-,"$1,719","$13,072",-,9
79,65,Thelma,Orch.,"$1,652",-60.0%,4,-4,$413,"$139,798",-,10
80,-,Felicite,Strand,"$1,559",-,4,-,$390,"$10,238",-,10
81,88,Let there be Light,ADC,"$1,272","+1,770.6%",2,-,$636,"$7,212,146",-,12
82,71,God's Own Country,Orion,"$1,200",-49.2%,2,-1,$600,"$323,394",-,12
83,73,Novitiate,SPC,"$1,052",-43.4%,4,-1,$263,"$572,308",-,12
84,63,Under the Sea 3D,WB,$807,-84.8%,4,+2,$202,"$35,690,621",-,466
85,77,BPM (Beats Per Minute),Orch.,$631,-43.0%,3,-4,$210,"$96,150",-,13
86,83,Ichi The Killer (2017 re-release),WGUSA,$624,+41.8%,1,-,$624,"$7,050",-,10
87,87,On the Beach at Night Alone,CGld,$570,+150.0%,3,+1,$190,"$32,478",-,9
88,-,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,$356,-,1,-,$356,"$27,160",-,16
89,82,Aida's Secrets,MBox,$306,-34.1%,1,-,$306,"$97,564",-,13
90,79,The Fencer,CFI,$291,-69.9%,1,-1,$291,"$95,835",-,26
91,-,Journey to the South Pacific,Imax,$136,-,1,-,$136,"$7,621,084",-,216
92,84,Bad Lucky Goat,FM,$136,-63.4%,1,-,$136,"$4,930",-,13
93,85,Born to Be Wild (IMAX),WB,$70,-81.0%,3,+1,$23,"$25,619,513",-,354
