TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
61,61,Film Stars Don't Die in Liverpool,SPC,"$17,721",+38.3%,29,-9,$611,"$870,309",-,13
62,62,Keep the Change,KL,"$17,425",+40.0%,8,+7,"$2,178","$71,213",-,2
63,55,The Insult,Cohen,"$15,713",-21.5%,11,-3,"$1,428","$962,115",-,11
64,N,Back to Burgundy,MBox,"$15,157",-,5,-,"$3,031","$15,157",-,1
65,57,Samson,PFR,"$14,807",-25.6%,36,+2,$411,"$4,697,083",-,6
66,N,Bag of Marbles,Gaum.,"$14,420",-,4,-,"$3,605","$14,420",-,1
67,63,Journey's End,Good Deed,"$14,275",+21.0%,9,+7,"$1,586","$30,060",-,2
68,71,Ramen Heads,FB,"$12,289",+73.5%,6,+4,"$2,048","$23,390",-,2
69,60,Monster Family,VPD,"$11,855",-8.4%,14,-,$847,"$127,259",-,7
70,59,Goldstone,Lightyear,"$11,231",-17.4%,10,-4,"$1,123","$45,065",-,4
71,58,Forever My Girl,RAtt.,"$10,206",-39.0%,25,-12,$408,"$16,312,087",$3.5,10
72,N,Summer in the Forest,Abr.,"$8,366",-,1,-,"$8,366","$9,366",-,1
73,70,Mary and the Witch's Flower,GK,"$8,055",+11.8%,16,-,$503,"$2,402,615",-,10
74,56,1945,Men.,"$8,020",-59.7%,8,-2,"$1,003","$444,590",-,21
75,N,Shed Skin Papa,CL,"$7,950",-,8,-,$994,"$7,950",-,1
76,73,Claire's Camera,CGld,"$7,229",+5.5%,3,+2,"$2,410","$36,623",-,3
77,53,The Princess and the Matchmaker,CJ,"$6,913",-67.8%,5,-1,"$1,383","$74,852",-,3
78,81,In the Fade,Magn.,"$6,533",+72.5%,12,+2,$544,"$315,086",-,13
79,N,Belle de jour (2018 re-release),Jan.,"$6,462",-,1,-,"$6,462","$6,462",-,1
80,77,Tehran Taboo,KL,"$6,440",+13.4%,8,+1,$805,"$64,327",-,6
81,76,Eight Hours Don't Make a Day (2018 re-release),Jan.,"$6,351",+8.0%,1,-,"$6,351","$16,002",-,2
82,54,Detective Chinatown 2,WB,"$6,275",-70.6%,3,-5,"$2,092","$1,971,556",-,6
83,72,The Young Karl Marx,Orch.,"$5,852",-15.3%,15,+6,$390,"$103,236",-,5
84,91,Island of Lemurs: Madagascar (IMAX),WB,"$5,630",+204.0%,5,-,"$1,126","$11,200,359",-,208
85,68,The Happys,Indic.,"$3,682",-52.2%,1,-1,"$3,682","$12,697",-,2
86,67,In Between,FM,"$3,660",-54.0%,5,-,$732,"$102,037",-,12
87,84,November (2018),Osci.,"$3,147",+2.3%,6,-2,$525,"$16,287",-,5
88,N,Beauty and the Dogs,Osci.,"$3,055",-,2,-,"$1,528","$3,055",-,1
89,N,The Workshop,Strand,"$2,860",-,1,-,"$2,860","$2,860",-,1
90,78,Faces Places,Cohen,"$2,755",-49.1%,10,-2,$276,"$940,997",-,25
91,N,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,"$2,634",-,8,-,$329,"$2,634",-,1
92,75,Under the Sea 3D,WB,"$2,215",-66.0%,6,-2,$369,"$35,775,008",-,476
93,66,Agent Mr. Chan,CL,"$1,971",-78.7%,1,-2,"$1,971","$204,077",-,5
94,74,Hubble 3D,WB,"$1,772",-73.0%,3,-4,$591,"$52,074,666",-,419
95,98,Big Sonia,Argo.,"$1,523",+23.5%,1,-,"$1,523","$192,202",-,19
96,85,Mind Game (2017 re-release),GK,"$1,334",-56.2%,2,-1,$667,"$33,584",-,6
97,102,Apocalypsis,Indic.,$904,+11.3%,1,-1,$904,"$10,040",-,4
98,96,Souvenir,Strand,$897,-28.2%,3,-,$299,"$8,934",-,4
99,-,King of Hearts (2018 re-release),Cohen,$843,-,2,-,$422,"$15,666",-,5
100,88,Deep Sea 3D (IMAX),WB,$800,-62.3%,4,+3,$200,"$46,325,643",-,614
101,104,Born to Be Wild (IMAX),WB,$768,+20.9%,6,+1,$128,"$25,657,203",-,364
102,83,Our Blood is Wine,MBox,$634,-82.0%,1,-1,$634,"$12,416",-,3
103,99,Ichi The Killer (2017 re-release),WGUSA,$625,-47.7%,1,-1,$625,"$19,666",-,20
104,105,Double Lover,Cohen,$605,+26.6%,2,+1,$303,"$165,115",-,6
105,112,The Divine Order,Zeit.,$502,+422.9%,2,+1,$251,"$73,954",-,22
106,-,Bob Le Flambeur (2017 re-release),Rialto,$325,-,1,-,$325,"$13,747",-,12
107,-,Space Station 3-D (IMAX),Imax,$207,-,2,-,$104,"$93,321,061",-,819
108,113,Legend of the Mountain (2017 re-release),KL,$111,+22.0%,1,-,$111,"$4,887",-,8
109,94,Western,CGld,$92,-93.9%,1,-2,$92,"$32,680",-,6
110,89,The Sacrifice (2017 re-release),KL,$68,-96.6%,1,-,$68,"$60,657",-,23
111,107,Did You Wonder Who Fired the Gun?,Ghop,$66,-83.3%,1,-1,$66,"$15,374",-,4
