TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
75,59,A Kid Like Jake,IFC,"$2,801",-47.6%,8,-5,$350,"$32,946",-,4
76,48,A Beautiful Planet,Imax,"$2,516",-87.2%,7,-3,$359,"$14,440,533",-,113
77,102,The Endless,WGUSA,"$2,212","+1,967.3%",1,-,"$2,212","$270,625",-,12
78,83,The Misandrists,Cartilage,"$1,906",+31.0%,5,+2,$381,"$15,710",-,5
79,61,Gabriel and the Mountain,Strand,"$1,835",-63.0%,2,-,$918,"$10,529",-,2
80,78,Intersection (2018),Indic.,"$1,384",-28.7%,1,-1,"$1,384","$3,637",-,2
81,-,Mrs. Hyde,Cartilage,"$1,103",-,2,-,$552,"$13,316",-,9
82,55,Five Seasons: The Gardens of Piet Oudolf,Argo.,"$1,078",-85.7%,1,-2,"$1,078","$24,288",-,2
83,75,Zama,Strand,$941,-57.0%,2,-1,$471,"$190,278",-,11
84,84,Goodland,PDF,$840,-38.7%,1,-,$840,"$32,140",-,6
85,67,Breath,FR,$809,-79.1%,2,-8,$405,"$30,829",-,4
86,86,Ganja & Hess (2018 re-release),KL,$647,-21.5%,2,-,$324,"$15,821",-,4
87,90,Journey to the South Pacific,Imax,$636,+18.4%,1,-,$636,"$7,630,965",-,238
88,-,Ava,Ghop,$624,-,1,-,$624,"$8,471",-,7
89,-,Under the Sea 3D,WB,$608,-,3,-,$203,"$35,915,109",-,488
90,-,Born to Be Wild (IMAX),WB,$556,-,3,-,$185,"$25,727,300",-,377
91,-,Space Station 3-D (IMAX),Imax,$556,-,2,-,$278,"$93,339,349",-,836
92,76,Jet Trash,Indic.,$480,-75.7%,1,-1,$480,"$19,517",-,9
93,94,The Day After,CGld,$475,+43.9%,1,-1,$475,"$21,982",-,7
94,93,Western,CGld,$441,+21.2%,2,+1,$221,"$41,042",-,19
95,-,Sweet Country (2018),Gold.,$412,-,1,-,$412,"$104,297",-,12
96,95,Filmworker,KL,$334,+2.1%,3,-,$111,"$86,341",-,7
97,72,Bye Bye Germany,FM,$315,-88.3%,2,-1,$158,"$56,969",-,11
98,69,The Quest of Alain Ducasse,Magn.,$276,-92.0%,1,-2,$276,"$9,511",-,3
99,100,Lu Over the Wall,GK,$152,-29.6%,2,-,$76,"$109,698",-,7
100,-,Hitler's Hollywood,KL,$118,-,1,-,$118,"$39,513",-,9
101,74,Claire's Camera,CGld,$112,-95.3%,1,-1,$112,"$81,335",-,16
