TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
46,46,Tickled,Magn.,"$24,259",-29.2%,18,-23,"$1,348","$513,103",-,7
47,41,The Nice Guys,WB,"$22,221",-58.6%,44,-32,$505,"$36,247,227",$50,11
48,36,Our Kind of Traitor,RAtt.,"$21,610",-77.3%,33,-55,$655,"$3,085,796",-,5
49,47,"Life, Animated",Orch.,"$18,324",-25.5%,23,-2,$797,"$165,643",-,5
50,40,Maggie's Plan,SPC,"$18,151",-66.6%,27,-35,$672,"$3,280,799",-,11
51,N,The Land,IFC,"$17,958",-,2,-,"$8,979","$17,958",-,1
52,52,Weiner,IFC,"$17,437",-5.1%,9,-4,"$1,937","$1,612,203",-,11
53,54,The Kind Words,Strand,"$13,174",-24.1%,8,-,"$1,647","$107,222",-,6
54,-,Hieronymus Bosch: Touched by the Devil,KL,"$12,064",-,1,-,"$12,064","$19,076",-,3
55,66,Born to Be Wild (IMAX),WB,"$10,645",+29.4%,8,+2,"$1,331","$24,874,453",-,278
56,49,Eat That Question: Frank Zappa in His Own Words,SPC,"$10,559",-53.4%,13,-12,$812,"$241,812",-,6
57,N,Miss Sharon Jones,SM,"$10,323",-,1,-,"$10,323","$10,323",-,1
58,76,Phantom Boy,GK,"$9,352",+198.0%,15,+13,$623,"$20,727",-,3
59,-,Don't Blink - Robert Frank,Ghop,"$8,935",-,3,-,"$2,978","$43,237",-,3
60,59,Money Monster,TriS,"$8,462",-36.8%,14,-15,$604,"$41,008,532",$27,12
61,48,Dark Horse (2016),SPC,"$8,307",-64.6%,8,-17,"$1,038","$870,581",-,13
62,45,Zootopia,BV,"$6,818",-80.1%,24,-60,$284,"$341,264,012",-,22
63,N,Into the Forest,A24,"$6,438",-,15,-,$429,"$6,438",-,1
64,58,Dough,Men.,"$5,787",-57.2%,3,-2,"$1,929","$1,134,349",-,25
65,51,Wiener-Dog,IFC,"$4,911",-74.0%,12,-20,$409,"$445,392",-,6
66,64,Microbe & Gasoline,Scre.,"$4,593",-49.1%,4,-4,"$1,148","$57,491",-,5
67,50,Genius,RAtt.,"$4,187",-78.2%,11,-19,$381,"$1,342,607",-,8
68,61,The Neon Demon,BG,"$3,787",-65.2%,6,-1,$631,"$1,330,827",-,6
69,57,The Man Who Knew Infinity,IFC,"$3,768",-72.8%,6,-9,$628,"$3,859,765",-,14
70,72,Under the Sun (2016),Icar.,"$3,474",-33.8%,3,-1,"$1,158","$66,552",-,4
71,56,Summertime (2016),Strand,"$3,458",-77.6%,4,-2,$865,"$26,483",-,2
72,74,The Meddler,SPC,"$3,389",-11.3%,6,-4,$565,"$4,255,113",-,15
73,53,Seondal: The Man Who Sells the River,CJ,"$2,978",-83.7%,2,-5,"$1,489","$95,338",-,3
74,67,Norman Lear: Just Another Version of You,MBox,"$2,865",-62.2%,2,-2,"$1,433","$53,218",-,4
75,80,The Witness,FR,"$2,600",-2.3%,2,-1,"$1,300","$140,865",-,9
76,78,"My Love, Don't Cross that River",FM,"$2,423",-15.8%,5,-,$485,"$65,040",-,7
77,65,The Seventh Fire,FM,"$1,666",-79.9%,2,-,$833,"$14,912",-,2
78,73,Sunset Song,Magn.,"$1,261",-68.5%,3,-3,$420,"$156,107",-,12
79,84,Hubble 3D,WB,"$1,176",-4.5%,3,+1,$392,"$51,703,221",-,333
80,81,Dheepan,IFC,"$1,174",-50.3%,3,-1,$391,"$247,597",-,13
81,55,For a Few Bullets,CL,"$1,160",-93.2%,2,-13,$580,"$28,892",-,2
82,77,The Wailing (Goksung),WGUSA,"$1,102",-64.8%,1,-2,"$1,102","$761,498",-,11
83,82,De Palma,A24,"$1,078",-32.1%,4,+2,$270,"$163,359",-,8
84,94,Under the Sea 3D,WB,"$1,059",+178.7%,5,+3,$212,"$35,059,693",-,390
85,70,Men Go To Battle,FM,"$1,033",-80.7%,2,-,$517,"$12,825",-,4
86,62,Equals,A24,$831,-91.8%,4,-88,$208,"$32,095",-,3
87,-,Kaili Blues,Ghop,$739,-,1,-,$739,"$18,839",-,7
88,-,Fritz Lang's Destiny (2016 re-release),KL,$722,-,1,-,$722,"$7,368",-,6
89,69,Beta Test,Mirror,$680,-88.2%,1,-17,$680,"$8,966",-,2
90,86,Viktoria,BWP,$666,-34.5%,1,-,$666,"$9,332",-,10
91,83,Saturday's Warrior,Purd.,$514,-64.4%,2,-2,$257,"$676,390",-,18
92,87,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,$504,-49.5%,1,-3,$504,"$68,064",-,7
93,92,Lucha Mexico,KL,$490,-8.8%,1,-,$490,"$11,722",-,3
94,-,Hockney,FM,$446,-,1,-,$446,"$120,391",-,15
95,-,The Dying of the Light,FRun,$409,-,1,-,$409,"$5,604",-,13
96,75,Zero Days,Magn.,$407,-88.4%,3,-2,$136,"$104,906",-,4
97,60,High-Rise,Magn.,$332,-97.5%,1,-4,$332,"$343,139",-,12
98,100,Kamikaze '89,FM,$312,+122.9%,2,+1,$156,"$14,536",-,9
99,-,Unlocking the Cage,FRun,$268,-,1,-,$268,"$26,560",-,9
100,98,Island of Lemurs: Madagascar (IMAX),WB,$183,-18.3%,3,+1,$61,"$10,661,252",-,122
101,96,The Fallen Idol (2016 re-issue),Rialto,$140,-57.1%,1,-,$140,"$53,775",-,10
102,88,Indian Point,FRun,$113,-87.0%,1,-1,$113,"$7,251",-,4
103,71,Presenting Princess Shaw,Magn.,$101,-98.1%,1,-1,$101,"$43,191",-,10
