TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
46,46,Vaxxed: From Cover-Up to Catastrophe,CLS,"$46,000",+70.6%,8,+1,"$5,750","$164,982",-,5
47,62,Risen,Sony,"$44,795",+347.0%,101,+60,$444,"$36,800,998",$20,11
48,37,The Lady in the Van,SPC,"$41,335",-1.7%,61,+2,$678,"$9,861,087",-,22
49,36,Born to be Blue (US Release),IFC,"$30,622",-40.7%,45,-28,$680,"$585,637",-,6
50,39,Eddie the Eagle,Fox,"$28,107",-17.7%,59,-14,$476,"$15,728,786",$23,10
51,43,Francofonia,MBox,"$26,656",-7.6%,20,+5,"$1,333","$173,876",-,5
52,47,Louder than Bombs,Orch.,"$23,414",-10.5%,40,+19,$585,"$125,945",-,4
53,44,April and the Extraordinary World,GK,"$21,857",-21.6%,30,+4,$729,"$220,320",-,6
54,42,Saturday's Warrior,Purd.,"$21,538",-27.8%,19,-8,"$1,134","$497,513",-,5
55,52,Embrace of the Serpent,Osci.,"$19,081",-12.7%,15,-,"$1,272","$1,289,393",-,11
56,45,Remember (US Release),A24,"$18,045",-33.1%,15,-14,"$1,203","$577,987",-,8
57,51,Marguerite,Cohen,"$15,799",-30.1%,19,-4,$832,"$460,141",-,8
58,N,The Family Fang,SM,"$14,506",-,1,-,"$14,506","$14,506",-,1
59,58,Alvin and the Chipmunks: The Road Chip,Fox,"$14,314",+0.5%,41,-5,$349,"$85,865,462",-,20
60,N,The Congressman,Shad.,"$14,260",-,3,-,"$4,753","$14,260",-,1
61,41,The Invitation,Drft.,"$13,862",-55.3%,20,-9,$693,"$209,350",-,4
62,61,Brooklyn,FoxS,"$13,628",+24.2%,22,-,$619,"$38,273,392",-,26
63,48,I Saw the Light,SPC,"$13,217",-46.9%,32,-17,$413,"$1,620,978",-,6
64,64,Tale of Tales,IFC,"$13,059",+47.2%,9,+7,"$1,451","$27,778",-,2
65,N,Term Life,FCW,"$13,040",-,50,-,$261,"$13,040",-,1
66,N,Eva Hesse,Zeit.,"$12,780",-,1,-,"$12,780","$17,912",-,1
67,50,The Witch,A24,"$11,853",-50.1%,25,-20,$474,"$25,110,285",$4,11
68,38,Chongqing Hot Pot,CL,"$11,479",-68.5%,6,-17,"$1,913","$763,811",-,5
69,56,The Little Prince,EOne,"$11,339",-25.8%,27,-8,$420,"$1,294,775",-,12
70,59,Hockney,FM,"$10,630",-22.3%,6,+2,"$1,772","$33,990",-,2
71,53,Time Renegades,CJ,"$10,559",-47.6%,7,-4,"$1,508","$51,784",-,3
72,-,Fireworks Wednesday,Ghop,"$9,601",-,3,-2,"$3,200","$57,356",-,7
73,-,My Golden Days,Magn.,"$9,107",-,15,-,$607,"$252,095",-,7
74,54,City of Gold,IFC,"$8,396",-51.6%,16,-21,$525,"$591,901",-,8
75,63,Our Last Tango,Strand,"$6,548",-30.5%,5,+2,"$1,310","$30,915",-,3
76,N,L'attesa,Osci.,"$5,686",-,2,-,"$2,843","$5,686",-,1
77,67,Hubble 3D,WB,"$4,485",-37.4%,8,+1,$561,"$51,620,762",-,317
78,84,Knight of Cups,BG,"$4,005",+139.1%,4,+1,"$1,001","$558,402",-,9
79,66,The Dark Horse,BG,"$3,892",-53.3%,5,-2,$778,"$61,505",-,5
80,-,The Measure of a Man,KL,"$3,541",-,1,-,"$3,541","$57,802",-,3
81,65,Los Sures,Osci.,"$3,525",-58.8%,1,-,"$3,525","$59,049",-,3
82,77,Under the Sea 3D,WB,"$3,337",+10.9%,6,+2,$556,"$34,980,557",-,372
83,60,Streit's: Matzo and the American Dream,Men.,"$2,738",-77.3%,3,-,$913,"$17,506",-,2
84,104,Journey to the South Pacific,Imax,"$2,695",+755.6%,3,-1,$898,"$7,125,209",-,118
85,N,Bourek,Argo.,"$2,692",-,1,-,"$2,692","$2,692",-,1
86,78,Men & Chicken,Drft.,"$2,565",-3.4%,3,+1,$855,"$7,285",-,2
87,N,Viktoria,BWP,"$2,468",-,2,-,"$1,234","$2,468",-,1
88,72,The Winding Stream,Argo.,"$2,171",-58.9%,2,-1,"$1,086","$33,420",-,19
89,-,Time Changer (2016 re-release),5&2,"$2,090",-,1,-,"$2,090","$13,778",-,8
90,55,"New York, New York (2016)",CL,"$1,992",-87.5%,2,-10,$996,"$89,671",-,3
91,-,From the East,Icar.,"$1,872",-,1,-,"$1,872","$2,436",-,3
92,73,Island of Lemurs: Madagascar (IMAX),WB,"$1,465",-65.2%,6,+2,$244,"$10,617,291",-,109
93,-,Songs My Brothers Taught Me,KL,"$1,412",-,1,-,"$1,412","$32,476",-,9
94,77,Born to Be Wild (IMAX),WB,"$1,361",-53.0%,8,-,$170,"$24,589,859",-,259
95,-,The Wave,Magn.,"$1,051",-,3,-,$350,"$176,637",-,9
96,91,Sworn Virgin,Strand,$962,+15.9%,2,+1,$481,"$2,579",-,2
97,99,Krisha,A24,$876,+69.4%,4,+1,$219,"$135,381",-,7
98,80,Mountains May Depart,KL,$651,-71.1%,2,-1,$326,"$70,398",-,12
99,75,Sweet Bean,KL,$502,-86.2%,2,-4,$251,"$48,398",-,7
100,98,Galapagos (IMAX),Imax,$395,-30.7%,3,-,$132,"$18,551,421",-,805
101,-,Hot Water,Indic.,$387,-,1,-,$387,"$3,415",-,4
103,-,The Dog Wedding,25th Frame,$352,-,1,-,$352,"$29,159",-,8
102,-,Janis: Little Girl Blue,FR,$352,-,1,-,$352,"$404,854",-,23
104,-,Valley of Love,Strand,$310,-,1,-,$310,"$27,107",-,6
105,102,Ingrid Bergman: In Her Own Words,Rialto,$282,-20.1%,1,-,$282,"$133,794",-,25
106,101,Cemetery of Splendor,Strand,$266,-35.4%,2,-,$133,"$50,295",-,9
107,-,Troublemakers: The Story of Land Art,FRun,$239,-,2,-,$120,"$29,049",-,17
108,108,"Rabin, the Last Day",KL,$152,-16.5%,1,-,$152,"$27,739",-,14
109,83,Son of Saul,SPC,$125,-92.7%,2,-5,$63,"$1,774,214",-,20
110,89,Lolo,FR,$110,-89.5%,1,-,$110,"$20,388",-,8
111,97,No Home Movie,Icar.,$107,-83.4%,1,-1,$107,"$23,968",-,11
112,110,Memoria,Mont.,$24,-71.8%,1,-,$24,$598,-,4
