TW,LW,Title (click to view),Studio,Weekend Gross,% Change,Theater Count / Change,Average,Total Gross,Budget*,Week #
76,62,Morgan,Fox,"$7,742",-48.3%,15,-23,$516,"$3,912,052",$8,5
77,74,Mike and Dave Need Wedding Dates,Fox,"$7,393",-19.9%,21,-8,$352,"$45,996,945",$33,13
78,78,Is That a Gun in Your Pocket?,A23,"$7,266",-11.0%,7,+4,"$1,038","$33,510",-,3
79,N,Do Not Resist,Vanish,"$7,150",-,1,-,"$7,150","$7,150",-,1
80,N,Sand Storm,KL,"$6,849",-,2,-,"$3,425","$14,256",-,1
81,N,Tharlo,Icar.,"$5,160",-,2,-,"$2,580","$10,164",-,1
82,67,Our Little Sister,SPC,"$5,114",-53.6%,8,-6,$639,"$437,261",-,13
83,86,The Innocents,MBox,"$4,617",-7.9%,10,-2,$462,"$1,063,893",-,14
84,101,Girl Asleep,Osci.,"$4,500",+75.3%,2,+1,"$2,250","$8,416",-,2
85,76,Author: The JT LeRoy Story,Magn.,"$4,019",-54.4%,19,-6,$212,"$75,423",-,4
86,71,The Disappointments Room,Rela.,"$3,749",-61.1%,10,-26,$375,"$2,402,846",$15,4
87,85,Tanna,Lightyear,"$3,739",-27.2%,5,-,$748,"$19,597",-,3
88,92,Seed: The Untold Story,CEye,"$3,618",-13.0%,10,+7,$362,"$21,269",-,6
89,102,Morris from America,A24,"$3,414",+34.4%,6,-4,$569,"$88,932",-,7
90,73,Dancer,IFC,"$3,242",-65.7%,9,-1,$360,"$62,578",-,4
91,70,The Infiltrator,BG,"$3,207",-67.3%,6,-6,$535,"$15,434,627",-,12
92,98,Born to Be Wild (IMAX),WB,"$3,152",+0.6%,5,-2,$630,"$24,958,725",-,287
93,68,Other People,VE,"$3,145",-71.1%,4,-8,$786,"$88,652",-,4
94,115,Under the Sun (2016),Icar.,"$2,989",+200.4%,2,+1,"$1,495","$96,571",-,13
95,-,As I Open My Eyes,KL,"$2,930",-,2,-,"$1,465","$18,813",-,4
96,N,Maximum Ride,TUG,"$2,462",-,10,-,$246,"$2,462",-,1
97,107,Hillary's America: The Secret History of the Democratic Party,QF,"$2,333",+24.8%,5,-12,$467,"$13,089,873",-,12
98,132,The Last Film Festival,Mont.,"$2,326","+3,534.4%",4,+3,$582,"$2,810",-,5
99,114,Don't Blink - Robert Frank,Ghop,"$2,325",+132.3%,2,-,"$1,163","$65,321",-,12
100,83,Generation Startup,Long Shot,"$2,269",-60.6%,1,-,"$2,269","$13,097",-,2
101,97,The Music of Strangers,Orch.,"$2,143",-33.3%,9,-1,$238,"$1,167,221",-,17
102,87,The Ruins of Lifta,FRun,"$2,043",-55.8%,1,-,"$2,043","$8,482",-,2
103,N,Among the Believers,FRun,"$1,900",-,1,-,"$1,900","$1,900",-,1
104,103,Chronic,MR,"$1,800",-25.1%,5,+3,$360,"$5,207",-,2
105,-,Spa Night,Strand,"$1,668",-,1,-,"$1,668","$36,628",-,7
106,80,Complete Unknown,IFC,"$1,612",-73.7%,10,-15,$161,"$187,145",-,6
107,122,Eat That Question: Frank Zappa in His Own Words,SPC,"$1,407",+183.7%,3,+1,$469,"$350,572",-,15
108,90,Elevator to the Gallows (2016 re-issue),Rialto,"$1,402",-68.1%,1,-1,"$1,402","$102,681",-,9
109,-,"Right Now, Wrong Then",Ghop,"$1,373",-,2,-,$687,"$22,593",-,10
110,94,Made in France,UTMW,"$1,362",-63.1%,1,-,"$1,362","$5,872",-,2
111,110,Front Cover,Strand,"$1,309",-,1,-,"$1,309","$26,305",-,7
112,112,Miss Sharon Jones,SM,"$1,203",+3.9%,3,-1,$401,"$111,946",-,10
113,57,Cock and Bull,CL,"$1,060",-94.4%,2,-4,$530,"$80,372",-,3
114,-,Embrace: The Documentary,Gathr,"$1,001",-,24,-,$42,"$161,398",-,2
115,104,"Life, Animated",Orch.,$985,-56.0%,4,-1,$246,"$253,015",-,14
116,99,Saturday's Warrior,Purd.,$950,-67.4%,7,-2,$136,"$738,459",-,27
117,120,Reparation,Red Dirt,$937,+69.7%,1,-,$937,"$21,573",-,5
118,100,New World Order,Indic.,$804,-71.2%,1,-1,$804,"$5,174",-,2
119,89,La Notte (2016 re-release),Rialto,$774,-82.6%,1,-1,$774,"$33,626",-,3
120,126,Paths of the Soul,Icar.,$773,+352.0%,1,-,$773,"$28,384",-,21
121,-,The Tenth Man,KL,$662,-,1,-,$662,"$50,871",-,9
122,129,My King (Mon roi),FM,$592,+596.5%,2,+1,$296,"$48,390",-,8
123,-,Kaili Blues,Ghop,$571,-,1,-,$571,"$24,293",-,16
124,133,Miss Stevens,Orch.,$476,+852.0%,1,-,$476,"$4,363",-,3
125,111,Deep Sea 3D (IMAX),WB,$330,-73.1%,1,-2,$330,"$46,215,728",-,529
126,-,Summertime (2016),Strand,$308,-,2,-,$154,"$35,034",-,10
127,58,Banjo,Eros,$287,-98.4%,30,-,$10,"$25,427",-,2
128,125,Kate Plays Christine,Ghop,$239,+19.5%,1,-,$239,"$18,941",-,6
129,93,"My Love, Don't Cross that River",FM,$157,-96.1%,1,-,$157,"$85,544",-,16
130,105,Fatima,KL,$156,-92.8%,1,-2,$156,"$46,740",-,6
131,-,A Beautiful Now,Mont.,$82,-,2,-,$41,"$1,459",-,5
130,N,Pet,Gold.,$63,-,1,-,$63,$63,-,1
132,-,Journey to the South Pacific,Imax,$44,-,1,-,$44,"$7,144,210",-,147
133,113,Island of Lemurs: Madagascar (IMAX),WB,$43,-96.1%,1,-1,$43,"$10,666,764",-,131
134,119,Hubble 3D,WB,$13,-97.7%,1,-1,$13,"$51,706,737",-,342
